hospital_pk,collection_week,state,ccn,hospital_name,address,city,zip,hospital_subtype,fips_code,is_metro_micro,total_beds_7_day_avg,all_adult_hospital_beds_7_day_avg,all_adult_hospital_inpatient_beds_7_day_avg,inpatient_beds_used_7_day_avg,all_adult_hospital_inpatient_bed_occupied_7_day_avg,inpatient_beds_used_covid_7_day_avg,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_adult_patients_hospitalized_confirmed_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_covid_7_day_avg,inpatient_beds_7_day_avg,total_icu_beds_7_day_avg,total_staffed_adult_icu_beds_7_day_avg,icu_beds_used_7_day_avg,staffed_adult_icu_bed_occupancy_7_day_avg,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_avg,staffed_icu_adult_patients_confirmed_covid_7_day_avg,total_patients_hospitalized_confirmed_influenza_7_day_avg,icu_patients_confirmed_influenza_7_day_avg,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_avg,total_beds_7_day_sum,all_adult_hospital_beds_7_day_sum,all_adult_hospital_inpatient_beds_7_day_sum,inpatient_beds_used_7_day_sum,all_adult_hospital_inpatient_bed_occupied_7_day_sum,inpatient_beds_used_covid_7_day_sum,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_adult_patients_hospitalized_confirmed_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_covid_7_day_sum,inpatient_beds_7_day_sum,total_icu_beds_7_day_sum,total_staffed_adult_icu_beds_7_day_sum,icu_beds_used_7_day_sum,staffed_adult_icu_bed_occupancy_7_day_sum,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_sum,staffed_icu_adult_patients_confirmed_covid_7_day_sum,total_patients_hospitalized_confirmed_influenza_7_day_sum,icu_patients_confirmed_influenza_7_day_sum,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_sum,total_beds_7_day_coverage,all_adult_hospital_beds_7_day_coverage,all_adult_hospital_inpatient_beds_7_day_coverage,inpatient_beds_used_7_day_coverage,all_adult_hospital_inpatient_bed_occupied_7_day_coverage,inpatient_beds_used_covid_7_day_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_adult_patients_hospitalized_confirmed_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_covid_7_day_coverage,inpatient_beds_7_day_coverage,total_icu_beds_7_day_coverage,total_staffed_adult_icu_beds_7_day_coverage,icu_beds_used_7_day_coverage,staffed_adult_icu_bed_occupancy_7_day_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_coverage,staffed_icu_adult_patients_confirmed_covid_7_day_coverage,total_patients_hospitalized_confirmed_influenza_7_day_coverage,icu_patients_confirmed_influenza_7_day_coverage,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_coverage,previous_day_admission_adult_covid_confirmed_7_day_sum,previous_day_admission_adult_covid_confirmed_18-19_7_day_sum,previous_day_admission_adult_covid_confirmed_20-29_7_day_sum,previous_day_admission_adult_covid_confirmed_30-39_7_day_sum,previous_day_admission_adult_covid_confirmed_40-49_7_day_sum,previous_day_admission_adult_covid_confirmed_50-59_7_day_sum,previous_day_admission_adult_covid_confirmed_60-69_7_day_sum,previous_day_admission_adult_covid_confirmed_70-79_7_day_sum,previous_day_admission_adult_covid_confirmed_80+_7_day_sum,previous_day_admission_adult_covid_confirmed_unknown_7_day_sum,previous_day_admission_pediatric_covid_confirmed_7_day_sum,previous_day_covid_ED_visits_7_day_sum,previous_day_admission_adult_covid_suspected_7_day_sum,previous_day_admission_adult_covid_suspected_18-19_7_day_sum,previous_day_admission_adult_covid_suspected_20-29_7_day_sum,previous_day_admission_adult_covid_suspected_30-39_7_day_sum,previous_day_admission_adult_covid_suspected_40-49_7_day_sum,previous_day_admission_adult_covid_suspected_50-59_7_day_sum,previous_day_admission_adult_covid_suspected_60-69_7_day_sum,previous_day_admission_adult_covid_suspected_70-79_7_day_sum,previous_day_admission_adult_covid_suspected_80+_7_day_sum,previous_day_admission_adult_covid_suspected_unknown_7_day_sum,previous_day_admission_pediatric_covid_suspected_7_day_sum,previous_day_total_ED_visits_7_day_sum,previous_day_admission_influenza_confirmed_7_day_sum,geocoded_hospital_address,hhs_ids,previous_day_admission_adult_covid_confirmed_7_day_coverage,previous_day_admission_pediatric_covid_confirmed_7_day_coverage,previous_day_admission_adult_covid_suspected_7_day_coverage,previous_day_admission_pediatric_covid_suspected_7_day_coverage,previous_week_personnel_covid_vaccinated_doses_administered_7_day,total_personnel_covid_vaccinated_doses_none_7_day,total_personnel_covid_vaccinated_doses_one_7_day,total_personnel_covid_vaccinated_doses_all_7_day,previous_week_patients_covid_vaccinated_doses_one_7_day,previous_week_patients_covid_vaccinated_doses_all_7_day,all_pediatric_inpatient_bed_occupied_7_day_avg,all_pediatric_inpatient_bed_occupied_7_day_coverage,all_pediatric_inpatient_bed_occupied_7_day_sum,all_pediatric_inpatient_beds_7_day_avg,all_pediatric_inpatient_beds_7_day_coverage,all_pediatric_inpatient_beds_7_day_sum,previous_day_admission_pediatric_covid_confirmed_0_4_7_day_sum,previous_day_admission_pediatric_covid_confirmed_12_17_7_day_sum,previous_day_admission_pediatric_covid_confirmed_5_11_7_day_sum,previous_day_admission_pediatric_covid_confirmed_unknown_7_day_sum,staffed_icu_pediatric_patients_confirmed_covid_7_day_avg,staffed_icu_pediatric_patients_confirmed_covid_7_day_coverage,staffed_icu_pediatric_patients_confirmed_covid_7_day_sum,staffed_pediatric_icu_bed_occupancy_7_day_avg,staffed_pediatric_icu_bed_occupancy_7_day_coverage,staffed_pediatric_icu_bed_occupancy_7_day_sum,total_staffed_pediatric_icu_beds_7_day_avg,total_staffed_pediatric_icu_beds_7_day_coverage,total_staffed_pediatric_icu_beds_7_day_sum
250082,8/2/20,MS,250082,DELTA HEALTH SYSTEM - THE MEDICAL CENTER,1400 E UNION STREET / PO BOX 5247,GREENVILLE,38704,Short Term,28151,TRUE,120,110,110,75.6,75.6,44,44,29,0,0,120,16,16,16,16,11.1,11,,,,840,770,770,529,529,308,308,203,0,0,840,112,112,112,112,78,75,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,11,,,,,-999999,7,-999999,-999999,0,0,29,20,0,0,0,0,-999999,11,8,0,0,0,426,,POINT (-91.035219986 33.410909997),[C250082-A],7,7,7,2,,,,,,,0,7,0,10,7,70,,,,,0,7,0,0,7,0,0,7,0
252013,8/2/20,MS,252013,ALLEGIANCE SPECIALTY HOSPITAL OF GREENVILLE,"300 SOUTH WASHINGTON AVE, 3RD FLOOR",GREENVILLE,38701,Long Term,28151,TRUE,39,39,19.5,19.8,19.8,10.3,10.3,10.3,0,0,19.5,8,8,7,7,4.3,4,,,,156,156,78,79,79,41,41,41,0,0,78,32,32,28,28,17,17,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,-999999,0,0,0,0,0,-999999,0,0,0,0,0,0,,,,,,,,,0,0,0,,POINT (-91.051563036 33.404721356),[C252013-A],1,1,4,4,,,,,,,0,4,0,0,4,0,,,,,0,4,0,0,4,0,0,4,0
250082,8/9/20,MS,250082,DELTA HEALTH SYSTEM - THE MEDICAL CENTER,1400 E UNION STREET / PO BOX 5247,GREENVILLE,38704,Short Term,28151,TRUE,120,110,110,87.3,87.3,44.1,44.1,33.3,0,0,120,16,16,15.4,15.4,10.3,10,,,,840,770,770,611,611,309,309,233,0,0,840,112,112,108,108,72,70,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,26,0,0,0,5,8,9,4,0,0,0,40,14,0,0,0,-999999,-999999,8,-999999,0,0,0,384,,POINT (-91.035219986 33.410909997),[C250082-A],7,7,7,7,,,,,,,0,7,0,10,7,70,,,,,0,7,0,0,7,0,0,7,0
252013,8/9/20,MS,252013,ALLEGIANCE SPECIALTY HOSPITAL OF GREENVILLE,"300 SOUTH WASHINGTON AVE, 3RD FLOOR",GREENVILLE,38701,Long Term,28151,TRUE,39,39,22.3,22.3,22.3,14.8,14.8,14.8,0,0,22.3,10,10,8.8,8.8,6.5,6,,,,156,156,89,89,89,59,59,59,0,0,89,40,40,35,35,26,26,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,5,0,0,0,0,0,-999999,-999999,-999999,0,0,0,0,,,,,,,,,0,0,0,,POINT (-91.051563036 33.404721356),[C252013-A],3,2,4,4,,,,,,,0,4,0,0,4,0,,,,,0,4,0,0,4,0,0,4,0
252013,8/16/20,MS,252013,ALLEGIANCE SPECIALTY HOSPITAL OF GREENVILLE,"300 SOUTH WASHINGTON AVE, 3RD FLOOR",GREENVILLE,38701,Long Term,28151,TRUE,39,39,25.3,25.3,25.3,16.3,16.3,16.3,0,0,25.3,10.3,10.3,9.8,9.8,8.3,8,,,,156,156,101,101,101,65,65,65,0,0,101,41,41,39,39,33,33,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,-999999,,,,,,,-999999,-999999,0,0,0,0,,,,,,,,,,0,0,,POINT (-91.051563036 33.404721356),[C252013-A],4,4,4,4,,,,,,,0,4,0,0,4,0,,,,,0,4,0,0,4,0,0,4,0
250082,8/16/20,MS,250082,DELTA HEALTH SYSTEM - THE MEDICAL CENTER,1400 E UNION STREET / PO BOX 5247,GREENVILLE,38704,Short Term,28151,TRUE,120,110,110,86.1,84,35.1,35.1,27.6,0,0,120,16,16,15.7,15.7,8.1,8,,,,840,770,770,603,336,246,246,193,0,0,840,112,112,110,110,57,56,,,,7,7,7,7,4,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,-999999,,,,0,0,-999999,-999999,,0,0,32,25,0,0,0,0,-999999,12,10,0,0,0,370,,POINT (-91.035219986 33.410909997),[C250082-A],7,7,7,7,,,,,,,0,4,0,10,7,70,,,,,0,7,0,0,7,0,0,7,0
250082,8/23/20,MS,250082,DELTA HEALTH SYSTEM - THE MEDICAL CENTER,1400 E UNION STREET / PO BOX 5247,GREENVILLE,38704,Short Term,28151,TRUE,120,110,110,72.1,72.1,26.4,26.4,21.9,0,0,120,16,16,16,16,6.3,6,,,,840,770,770,505,505,185,185,153,0,0,840,112,112,112,112,44,40,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,15,,,,0,-999999,8,5,,0,0,23,9,0,0,0,0,0,5,-999999,-999999,0,0,434,,POINT (-91.035219986 33.410909997),[C250082-A],7,7,7,7,,,,,,,0,7,0,10,7,70,,,,,0,7,0,0,7,0,0,7,0
252013,8/23/20,MS,252013,ALLEGIANCE SPECIALTY HOSPITAL OF GREENVILLE,"300 SOUTH WASHINGTON AVE, 3RD FLOOR",GREENVILLE,38701,Long Term,28151,TRUE,39,39,24.4,23,23,15.4,15.4,15.4,0,0,24.4,11,11,8.8,8.8,7.4,7,,,,195,195,122,115,115,77,77,77,0,0,122,55,55,44,44,37,37,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,-999999,,,,,-999999,,-999999,,0,0,0,0,,,,,,,,,,0,0,,POINT (-91.051563036 33.404721356),[C252013-A],5,5,5,5,,,,,,,0,5,0,0,5,0,,,,,0,5,0,0,5,0,0,5,0
250082,8/30/20,MS,250082,DELTA HEALTH SYSTEM - THE MEDICAL CENTER,1400 E UNION STREET / PO BOX 5247,GREENVILLE,38704,Short Term,28151,TRUE,120,110,110,70.5,70.5,25.2,25.2,19.3,0,0,120,16,16,16,16,5.7,6,,,,720,660,660,423,423,151,151,116,0,0,720,96,96,96,96,34,34,,,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,18,,,,-999999,5,5,6,,0,0,25,4,0,0,0,0,0,0,-999999,-999999,0,0,340,,POINT (-91.035219986 33.410909997),[C250082-A],6,6,6,6,,,,,,,0,6,0,10,6,60,,,,,0,6,0,0,6,0,0,6,0
252013,8/30/20,MS,252013,ALLEGIANCE SPECIALTY HOSPITAL OF GREENVILLE,"300 SOUTH WASHINGTON AVE, 3RD FLOOR",GREENVILLE,38701,Long Term,28151,TRUE,39,39,25,22.5,22.5,15,15,15,0,0,25,11,11,9.8,9.8,8.5,8,,,,156,156,100,90,90,60,60,60,0,0,100,44,44,39,39,34,34,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,-999999,0,0,0,0,0,0,-999999,-999999,0,0,0,0,,,,,,,,,,0,0,,POINT (-91.051563036 33.404721356),[C252013-A],4,4,4,4,,,,,,,0,4,0,0,4,0,,,,,0,4,0,0,4,0,0,4,0
