Time,R1_Susceptible,R2_Infected,R3_Hospitalized,R4_Recovered,R5_Dead
0.00,6.398907e-01,1.536310e+00,4.564355e+00,9.321806e-01,2.886751e+01
0.01,6.398907e-01,1.536310e+00,4.564355e+00,9.321806e-01,2.886751e+01
0.02,6.398907e-01,1.536310e+00,4.564355e+00,9.321806e-01,2.886751e+01
0.03,6.398907e-01,1.536310e+00,4.564355e+00,9.321806e-01,2.886751e+01
0.04,6.398907e-01,1.536310e+00,4.564355e+00,9.321806e-01,2.886751e+01
0.05,6.398907e-01,1.536310e+00,4.564355e+00,9.321806e-01,2.886751e+01
0.06,6.398907e-01,1.536310e+00,4.564355e+00,9.321806e-01,2.886751e+01
0.07,6.398907e-01,1.536310e+00,4.564355e+00,9.321806e-01,2.886751e+01
0.08,6.398907e-01,1.536310e+00,4.564355e+00,9.321806e-01,2.886751e+01
0.09,6.398907e-01,1.536310e+00,4.564355e+00,9.321806e-01,2.886751e+01
0.10,6.398907e-01,1.536310e+00,4.564355e+00,9.321806e-01,2.886751e+01
0.11,6.398907e-01,1.536310e+00,4.564355e+00,9.321806e-01,2.886751e+01
0.12,6.398907e-01,1.536310e+00,4.564355e+00,9.321806e-01,2.886751e+01
0.13,6.398907e-01,1.536310e+00,4.564355e+00,9.321806e-01,2.886751e+01
0.14,6.398907e-01,1.536310e+00,4.564355e+00,9.321806e-01,2.886751e+01
0.15,6.398907e-01,1.536310e+00,4.564355e+00,9.321806e-01,2.886751e+01
0.16,6.398907e-01,1.536310e+00,4.564355e+00,9.321806e-01,2.886751e+01
0.17,6.398907e-01,1.536310e+00,4.564355e+00,9.321806e-01,2.886751e+01
0.18,6.398907e-01,1.536310e+00,4.564355e+00,9.321806e-01,2.886751e+01
0.19,6.398907e-01,1.536310e+00,4.564355e+00,9.321806e-01,2.886751e+01
0.20,6.398907e-01,1.536310e+00,4.564355e+00,9.321806e-01,2.886751e+01
0.21,6.398907e-01,1.536310e+00,4.564355e+00,9.321806e-01,2.886751e+01
0.22,6.398907e-01,1.536310e+00,4.564355e+00,9.321806e-01,2.886751e+01
0.23,6.398907e-01,1.536310e+00,4.564355e+00,9.321806e-01,2.886751e+01
0.24,6.398907e-01,1.536310e+00,4.564355e+00,9.321806e-01,2.886751e+01
0.25,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.26,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.27,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.28,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.29,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.30,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.31,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.32,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.33,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.34,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.35,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.36,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.37,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.38,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.39,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.40,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.41,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.42,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.43,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.44,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.45,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.46,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.47,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.48,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.49,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.50,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.51,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.52,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.53,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.54,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.55,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.56,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.57,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.58,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.59,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.60,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.61,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.62,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.63,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.64,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.65,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.66,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.67,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.68,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.69,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.70,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.71,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.72,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.73,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.74,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.75,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.76,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.77,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.78,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.79,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.80,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.81,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.82,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.83,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.84,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.85,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.86,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.87,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.88,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.89,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.90,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.91,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.92,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.93,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.94,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.95,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.96,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.97,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.98,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
0.99,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.00,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.01,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.02,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.03,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.04,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.05,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.06,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.07,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.08,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.09,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.10,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.11,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.12,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.13,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.14,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.15,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.16,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.17,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.18,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.19,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.20,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.21,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.22,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.23,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.24,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.25,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.26,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.27,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.28,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.29,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.30,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.31,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.32,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.33,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.34,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.35,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.36,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.37,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.38,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.39,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.40,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.41,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.42,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.43,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.44,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.45,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.46,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.47,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.48,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.49,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.50,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.51,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.52,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.53,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.54,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.55,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.56,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.57,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.58,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.59,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.60,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.61,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.62,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.63,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.64,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.65,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.66,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.67,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.68,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.69,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.70,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.71,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.72,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.73,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.74,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.75,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.76,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.77,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.78,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.79,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.80,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.81,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.82,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.83,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.84,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.85,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.86,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.87,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.88,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.89,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.90,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.91,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.92,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.93,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.94,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.95,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.96,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.97,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.98,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
1.99,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.00,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.01,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.02,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.03,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.04,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.05,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.06,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.07,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.08,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.09,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.10,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.11,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.12,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.13,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.14,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.15,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.16,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.17,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.18,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.19,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.20,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.21,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.22,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.23,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.24,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.25,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.26,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.27,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.28,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.29,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.30,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.31,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.32,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.33,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.34,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.35,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.36,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.37,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.38,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.39,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.40,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.41,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.42,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.43,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.44,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.45,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.46,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.47,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.48,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.49,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.50,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.51,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.52,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.53,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.54,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.55,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.56,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.57,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.58,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.59,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.60,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.61,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.62,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.63,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.64,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.65,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.66,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.67,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.68,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.69,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.70,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.71,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.72,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.73,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.74,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.75,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.76,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.77,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.78,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.79,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.80,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.81,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.82,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.83,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.84,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.85,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.86,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.87,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.88,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.89,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.90,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.91,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.92,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.93,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.94,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.95,6.720487e-01,1.604623e+00,4.767313e+00,9.849722e-01,3.015113e+01
2.96,6.442720e-01,1.545067e+00,4.564355e+00,9.421283e-01,2.886751e+01
2.97,6.442720e-01,1.545067e+00,4.564355e+00,9.421283e-01,2.886751e+01
2.98,6.442720e-01,1.545067e+00,4.564355e+00,9.421283e-01,2.886751e+01
2.99,6.442720e-01,1.545067e+00,4.564355e+00,9.421283e-01,2.886751e+01
3.00,6.442720e-01,1.545067e+00,4.564355e+00,9.421283e-01,2.886751e+01
3.01,6.442720e-01,1.545067e+00,4.564355e+00,9.421283e-01,2.886751e+01
3.02,6.442720e-01,1.545067e+00,4.564355e+00,9.421283e-01,2.886751e+01
3.03,6.442720e-01,1.545067e+00,4.564355e+00,9.421283e-01,2.886751e+01
3.04,6.442720e-01,1.545067e+00,4.564355e+00,9.421283e-01,2.886751e+01
3.05,6.442720e-01,1.545067e+00,4.564355e+00,9.421283e-01,2.886751e+01
3.06,6.442720e-01,1.545067e+00,4.564355e+00,9.421283e-01,2.886751e+01
3.07,6.442720e-01,1.545067e+00,4.564355e+00,9.421283e-01,2.886751e+01
3.08,6.442720e-01,1.545067e+00,4.564355e+00,9.421283e-01,2.886751e+01
3.09,6.442720e-01,1.545067e+00,4.564355e+00,9.421283e-01,2.886751e+01
3.10,6.442720e-01,1.545067e+00,4.564355e+00,9.421283e-01,2.886751e+01
3.11,6.442720e-01,1.545067e+00,4.564355e+00,9.421283e-01,2.886751e+01
3.12,6.442720e-01,1.545067e+00,4.564355e+00,9.421283e-01,2.886751e+01
3.13,6.442720e-01,1.545067e+00,4.564355e+00,9.421283e-01,2.886751e+01
3.14,6.442720e-01,1.545067e+00,4.564355e+00,9.421283e-01,2.886751e+01
3.15,6.442720e-01,1.545067e+00,4.564355e+00,9.421283e-01,2.886751e+01
3.16,6.442720e-01,1.545067e+00,4.564355e+00,9.421283e-01,2.886751e+01
