Time,G1_Susceptible,G2_Infected,G3_Hospitalized,G4_Recovered,G5_Dead
0.44,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.45,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.46,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.47,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.48,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.49,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.50,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.51,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.52,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.53,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.54,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.55,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.56,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.57,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.58,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.59,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.60,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.61,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.62,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.63,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.64,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.65,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.66,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.67,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.68,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.69,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.70,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.71,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.72,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.73,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.74,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.75,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.76,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.77,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.78,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.79,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.80,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.81,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.82,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.83,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.84,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.85,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.86,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.87,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.88,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.89,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.90,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.91,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.92,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.93,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.94,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.95,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.96,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.97,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.98,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
0.99,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.00,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.01,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.02,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.03,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.04,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.05,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.06,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.07,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.08,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.09,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.10,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.11,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.12,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.13,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.14,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.15,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.16,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.17,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.18,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.19,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.20,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.21,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.22,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.23,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.24,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.25,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.26,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.27,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.28,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.29,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.30,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.31,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.32,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.33,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.34,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.35,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.36,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.37,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.38,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.39,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.40,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.41,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.42,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.43,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.44,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.45,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.46,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.47,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.48,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.49,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.50,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.51,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.52,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.53,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.54,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.55,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.56,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.57,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.58,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.59,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.60,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.61,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.62,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.63,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.64,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.65,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.66,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.67,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.68,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.69,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.70,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.71,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.72,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.73,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.74,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.75,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.76,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.77,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.78,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.79,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.80,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.81,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.82,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.83,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.84,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.85,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.86,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.87,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.88,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.89,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.90,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.91,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.92,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.93,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.94,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.95,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.96,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.97,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.98,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
1.99,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.00,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.01,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.02,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.03,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.04,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.05,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.06,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.07,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.08,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.09,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.10,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.11,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.12,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.13,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.14,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.15,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.16,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.17,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.18,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.19,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.20,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.21,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.22,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.23,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.24,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.25,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.26,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.27,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.28,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.29,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.30,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.31,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.32,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.33,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.34,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.35,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.36,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.37,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.38,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.39,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.40,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.41,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.42,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.43,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.44,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.45,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.46,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.47,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.48,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.49,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.50,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.51,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.52,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.53,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.54,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.55,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.56,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.57,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.58,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.59,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.60,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.61,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.62,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.63,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.64,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.65,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.66,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.67,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.68,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.69,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.70,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.71,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.72,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.73,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.74,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.75,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.76,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.77,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.78,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.79,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.80,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.81,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.82,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.83,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.84,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.85,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.86,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.87,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.88,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.89,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.90,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.91,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.92,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.93,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.94,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.95,-7.434733e-03,3.795733e-03,1.466667e-04,3.489220e-03,3.666667e-06
2.96,-8.084867e-03,4.112533e-03,1.600000e-04,3.808887e-03,4.000000e-06
2.97,-8.084867e-03,4.112533e-03,1.600000e-04,3.808887e-03,4.000000e-06
2.98,-8.084867e-03,4.112533e-03,1.600000e-04,3.808887e-03,4.000000e-06
2.99,-8.084867e-03,4.112533e-03,1.600000e-04,3.808887e-03,4.000000e-06
3.00,-8.084867e-03,4.112533e-03,1.600000e-04,3.808887e-03,4.000000e-06
3.01,-8.084867e-03,4.112533e-03,1.600000e-04,3.808887e-03,4.000000e-06
3.02,-8.084867e-03,4.112533e-03,1.600000e-04,3.808887e-03,4.000000e-06
3.03,-8.084867e-03,4.112533e-03,1.600000e-04,3.808887e-03,4.000000e-06
3.04,-8.084867e-03,4.112533e-03,1.600000e-04,3.808887e-03,4.000000e-06
3.05,-8.084867e-03,4.112533e-03,1.600000e-04,3.808887e-03,4.000000e-06
3.06,-8.084867e-03,4.112533e-03,1.600000e-04,3.808887e-03,4.000000e-06
3.07,-8.084867e-03,4.112533e-03,1.600000e-04,3.808887e-03,4.000000e-06
3.08,-8.084867e-03,4.112533e-03,1.600000e-04,3.808887e-03,4.000000e-06
